atk_soft_attack,atk_hard_attack,atk_breakthrough,atk_org,atk_armor,atk_hardness,atk_supply,def_defense,def_soft_attack,def_hard_attack,def_org,def_piercing,def_entrenchment,def_supply,terrain_mod,fort_level,cas_support,victory
123,109,477,63,107,0.65,0.78,395,221,279,39,109,4,0.84,0.6,1,1,1
496,323,330,39,68,0.5,0.36,843,174,15,46,115,20,0.71,0.9,5,0,0
326,123,270,57,119,0.68,0.42,547,187,228,59,50,17,0.44,0.4,5,0,0
686,315,77,70,23,0.96,0.43,314,94,108,64,23,25,0.64,0.4,3,1,0
709,394,172,47,80,0.81,0.69,692,548,48,30,112,9,0.85,0.8,0,1,1
485,175,90,57,25,0.17,0.65,612,63,136,47,27,25,0.74,0.8,0,0,1
782,111,469,80,44,1.0,0.92,150,449,283,48,51,17,0.96,1.0,0,0,1
249,306,500,59,48,0.28,0.71,722,246,206,78,53,18,0.5,0.8,1,1,1
435,261,476,60,14,0.81,0.32,631,596,279,32,69,13,0.48,1.0,5,0,0
753,345,96,70,42,0.12,0.51,755,306,107,56,107,24,0.4,0.4,5,1,0
326,283,173,34,1,0.32,0.44,922,580,236,43,17,12,0.49,0.9,0,0,0
793,44,171,30,39,0.88,0.46,903,485,116,71,25,4,0.42,0.8,10,0,0
453,33,161,80,11,0.91,0.72,464,463,282,40,9,25,0.43,0.4,10,0,0
427,103,194,67,3,0.45,0.71,432,417,197,64,54,17,0.62,0.4,2,0,0
340,231,348,43,81,0.97,0.88,462,73,111,34,78,21,0.98,1.0,0,1,1
292,214,164,68,25,0.37,0.43,252,61,136,77,42,13,0.6,0.9,10,1,0
237,399,273,78,38,0.26,0.56,773,274,133,56,17,13,0.65,1.0,2,0,1
611,256,409,76,67,0.04,0.69,833,397,161,44,13,18,0.6,0.8,2,1,1
662,202,94,47,14,0.92,0.78,352,260,153,53,29,25,0.51,1.0,1,1,1
387,295,86,37,69,0.28,0.39,299,382,228,52,115,6,0.52,0.6,2,1,0
145,263,160,52,28,0.04,0.58,901,207,50,61,34,0,0.41,0.8,5,0,0
755,105,203,68,101,0.7,0.41,583,556,248,65,54,5,0.89,1.0,0,1,1
791,303,62,45,64,0.57,0.69,581,418,208,35,87,7,0.96,0.9,0,0,1
522,338,396,80,111,0.67,0.85,256,147,87,50,12,18,0.56,0.9,10,0,1
463,276,313,39,45,0.05,0.69,912,364,118,30,69,20,0.75,0.4,0,0,0
86,68,173,60,61,0.21,0.9,393,421,234,57,68,15,0.89,0.9,0,0,0
411,225,371,46,3,0.82,0.41,996,422,231,45,93,23,0.88,0.4,5,0,0
355,242,270,35,0,0.02,0.95,478,505,22,33,101,18,0.65,0.8,0,0,1
78,293,200,59,46,0.58,0.72,202,486,61,56,85,24,0.95,0.9,2,0,0
373,247,443,70,100,0.65,0.81,440,262,277,36,118,7,0.85,0.8,0,0,1
248,345,363,48,64,0.45,0.96,749,288,47,49,56,15,0.64,0.6,2,1,1
315,151,208,41,115,0.93,0.72,843,96,185,59,110,8,0.54,0.8,10,0,0
749,32,328,59,70,0.13,0.7,941,381,181,61,99,22,0.56,0.4,5,0,0
235,219,190,76,86,0.83,0.56,313,538,61,36,107,3,0.32,1.0,3,0,1
753,162,121,63,106,0.24,0.5,667,231,241,57,15,21,0.65,1.0,0,0,1
581,308,223,36,41,0.03,0.37,463,307,31,79,12,18,0.61,0.6,3,1,0
532,103,454,30,55,0.17,0.4,376,369,154,46,17,0,0.37,1.0,2,0,1
93,375,60,67,107,0.65,0.83,487,226,243,59,115,16,0.83,0.6,0,1,0
780,93,328,67,58,0.6,0.86,264,573,12,47,81,16,0.73,0.4,0,0,1
338,54,400,69,41,0.13,0.63,800,388,272,69,50,14,0.89,0.9,1,0,0
171,267,465,75,61,0.1,0.46,418,537,232,46,106,17,0.9,0.4,2,1,0
413,211,64,72,89,0.1,0.35,946,592,53,79,39,22,0.7,0.9,10,0,0
405,173,298,34,45,0.24,0.4,461,471,78,40,69,14,0.32,1.0,5,1,0
90,30,51,59,46,0.2,0.83,894,176,239,45,64,0,0.83,0.8,1,0,0
544,323,56,53,109,0.98,0.36,751,237,124,72,54,18,1.0,0.9,0,0,0
581,57,114,32,4,0.64,0.42,900,473,36,32,56,13,0.66,0.9,2,1,0
204,230,305,56,10,0.07,0.68,733,322,44,53,19,16,0.68,0.8,1,0,0
210,381,293,75,95,0.64,0.87,354,569,55,67,95,21,0.92,0.9,1,1,1
367,171,373,40,78,0.43,0.37,468,184,290,74,101,3,0.53,0.6,10,0,0
190,361,59,80,94,0.69,0.45,846,377,139,43,18,19,0.7,0.4,10,0,0
481,340,419,59,70,0.08,0.84,766,436,176,32,25,15,0.91,0.8,10,0,0
613,32,180,50,42,0.81,0.87,756,591,10,70,59,21,0.77,0.4,0,0,0
263,326,51,43,54,0.33,0.61,532,119,24,47,34,25,0.92,0.6,3,0,0
371,73,428,37,42,0.73,0.97,848,54,197,43,111,2,0.8,1.0,0,0,1
567,47,232,52,84,0.16,0.66,271,442,145,39,56,19,0.67,0.9,3,0,1
607,274,417,76,113,0.6,0.51,238,265,50,31,11,25,0.78,0.4,5,0,1
601,272,79,40,39,0.39,0.61,208,372,204,48,70,9,0.31,1.0,0,1,1
716,207,454,52,40,0.61,0.6,912,152,196,45,56,12,0.48,0.9,1,1,1
500,212,423,31,8,0.65,0.69,948,267,89,31,76,18,0.97,1.0,5,0,0
616,127,106,76,23,0.53,0.76,545,359,280,70,105,0,0.96,0.6,0,1,0
289,208,222,36,96,0.29,0.48,182,447,17,49,75,11,0.49,0.9,1,0,1
221,26,241,59,114,0.01,0.73,392,44,14,55,120,17,0.9,0.4,0,0,1
563,320,175,62,60,0.28,0.97,994,538,213,79,116,3,0.68,0.9,1,0,0
184,66,274,67,100,0.61,0.93,606,319,291,39,53,21,0.76,0.8,0,0,1
579,30,202,56,27,0.63,0.86,552,166,142,79,83,9,0.74,1.0,5,0,0
180,213,367,55,117,0.41,0.79,283,100,296,75,43,20,0.91,0.4,0,1,1
739,316,85,52,24,0.35,0.76,925,252,271,48,69,12,0.78,0.8,2,0,0
344,172,205,33,66,0.99,0.75,736,346,256,60,91,23,0.61,0.4,10,0,0
660,124,478,56,44,0.93,0.66,194,274,12,73,62,6,0.31,0.4,0,0,1
301,32,220,31,43,0.46,0.72,759,79,97,75,70,8,0.4,0.6,0,0,1
279,192,387,63,67,0.34,0.45,221,117,171,73,76,5,0.89,1.0,2,0,1
678,74,460,38,54,0.79,0.74,340,524,22,49,102,11,0.35,0.9,2,0,1
193,38,141,68,61,0.93,0.85,839,267,197,58,52,0,0.53,0.8,2,0,0
517,343,159,71,117,0.45,0.93,239,245,250,64,14,24,0.77,0.8,10,0,0
654,16,173,77,30,0.55,0.86,556,70,80,33,73,1,0.46,0.9,0,1,1
564,47,48,48,84,0.8,0.56,808,144,299,33,16,5,0.33,0.8,0,0,1
434,198,282,55,48,0.26,0.86,396,81,18,48,97,8,0.49,1.0,1,0,1
470,115,37,73,13,0.07,0.37,292,211,173,60,14,19,0.77,1.0,0,1,0
468,340,98,70,53,0.29,0.51,911,567,69,31,57,5,0.96,0.9,0,1,1
534,30,188,65,71,0.26,0.68,439,93,32,30,91,5,0.7,0.4,0,0,1
429,52,89,41,14,0.81,0.84,626,533,162,56,41,21,0.46,0.6,0,0,0
648,220,130,72,7,0.29,0.5,626,412,281,76,40,7,0.31,0.9,1,0,1
522,83,42,68,90,0.32,0.63,329,314,148,48,117,25,0.94,0.9,0,0,1
547,79,466,41,102,0.92,0.57,976,551,83,40,44,18,0.78,1.0,1,0,1
217,298,465,30,96,0.63,0.4,289,126,101,63,67,5,0.79,0.6,10,0,0
644,76,371,73,85,0.1,0.99,738,102,235,64,30,13,0.67,0.8,5,0,1
761,328,255,60,88,0.99,0.84,815,222,125,37,14,13,0.4,0.8,2,0,1
654,122,47,69,64,0.37,0.49,292,303,87,62,108,7,0.65,1.0,0,1,1
708,378,410,40,61,0.32,0.39,576,284,81,31,95,9,0.86,0.9,1,0,1
492,176,38,71,83,0.15,0.75,127,289,193,77,46,14,0.7,0.4,2,1,0
355,207,354,37,63,0.16,0.31,512,165,26,56,30,13,0.64,0.8,2,1,0
79,205,385,58,23,0.91,0.32,345,46,260,74,6,24,0.33,0.4,1,0,1
272,100,417,57,79,0.4,0.73,479,364,185,37,73,22,0.39,0.9,0,0,1
570,279,295,51,88,0.5,0.92,870,340,130,60,64,23,0.71,0.6,3,0,0
796,303,81,33,49,0.37,0.76,792,403,235,33,41,25,0.58,0.4,10,0,0
349,134,43,37,97,0.65,0.99,721,139,235,79,45,12,0.51,1.0,3,1,0
641,239,227,65,120,0.17,0.48,697,187,71,71,69,1,0.44,1.0,0,0,1
579,317,388,71,23,0.46,0.74,964,165,98,34,57,17,0.62,0.8,10,0,0
510,144,288,51,43,0.99,0.63,191,473,245,54,63,0,0.52,0.6,2,0,1
192,177,381,77,6,0.11,0.96,903,215,36,35,25,17,0.82,0.9,0,0,1
625,100,123,76,13,0.12,0.46,945,567,272,64,88,12,0.63,0.9,0,0,0
757,51,446,41,25,0.81,0.98,654,91,180,55,60,11,0.37,0.6,1,0,1
644,171,117,61,24,0.28,0.84,314,301,76,39,12,5,0.88,1.0,0,0,1
591,313,399,72,41,0.05,0.9,256,506,220,43,42,11,0.62,0.6,0,0,1
743,327,186,59,77,0.55,0.82,507,378,102,32,95,0,0.59,1.0,0,0,1
464,285,96,66,45,0.86,0.72,837,280,122,69,25,24,0.58,1.0,1,0,1
201,96,138,30,101,0.2,0.99,981,67,192,64,26,18,0.35,0.4,1,0,0
466,359,384,44,19,0.53,0.79,759,525,204,45,76,7,0.77,1.0,5,0,0
358,207,402,60,75,0.66,0.77,745,40,22,61,114,14,0.46,0.6,2,1,1
424,155,336,67,114,0.18,0.6,358,529,53,56,18,0,0.53,0.8,0,0,1
375,67,393,51,40,0.2,0.47,393,248,26,51,23,17,0.41,1.0,2,0,1
623,239,164,74,75,0.74,0.53,804,509,202,62,3,11,0.68,0.6,1,0,0
415,279,265,45,97,0.59,0.39,385,438,75,54,54,21,0.91,0.4,0,0,0
556,324,57,64,98,0.38,0.52,197,592,271,73,41,7,0.61,0.6,3,1,0
347,209,125,46,43,0.83,0.9,119,139,172,59,79,18,0.31,0.6,5,0,1
629,51,242,67,23,0.66,0.42,200,191,75,77,46,21,0.49,0.6,0,0,1
676,135,189,43,120,0.43,0.85,831,199,266,64,91,23,0.41,0.4,2,0,0
536,50,302,77,43,0.31,0.53,397,286,206,60,78,7,0.52,0.6,2,0,1
79,160,387,73,31,0.19,0.54,316,576,250,69,90,18,0.42,0.6,1,1,0
758,221,49,63,64,0.73,0.67,326,215,239,48,27,6,0.97,0.6,3,0,1
558,345,439,50,2,0.07,0.59,522,174,78,63,16,5,0.56,0.6,1,1,1
338,241,338,80,109,0.25,0.34,210,408,211,72,38,23,0.67,0.8,1,0,1
395,258,454,66,101,0.57,0.88,227,182,223,78,102,6,0.54,0.9,0,0,1
709,338,172,40,117,0.62,0.91,219,401,262,56,36,25,0.33,0.6,1,0,1
650,61,401,65,71,0.13,0.68,110,476,215,55,41,19,0.84,0.6,0,1,1
704,31,430,61,107,0.94,0.83,592,116,145,78,104,16,0.33,1.0,0,0,1
218,253,285,78,27,0.64,0.45,761,155,51,68,77,21,0.7,1.0,5,0,0
150,337,412,76,56,0.27,0.46,649,44,151,71,102,6,0.4,0.6,0,0,1
758,264,202,73,65,0.25,0.62,972,281,247,40,41,11,0.41,0.8,3,0,1
434,275,170,45,64,0.49,0.44,765,361,58,47,50,6,0.31,0.8,0,0,1
411,18,320,57,78,0.06,0.5,454,507,201,43,20,11,0.94,0.8,1,1,1
368,53,416,76,6,0.61,0.32,917,570,291,73,63,19,0.51,0.4,5,0,0
777,195,68,60,103,0.75,0.89,301,341,56,77,53,13,0.42,0.9,3,1,1
697,285,326,41,36,0.65,0.32,486,240,228,38,39,17,0.65,1.0,10,0,0
125,67,333,36,27,0.41,0.6,233,471,96,33,7,4,0.4,0.4,2,0,1
265,330,78,48,11,0.77,0.57,936,429,181,54,81,25,0.86,0.9,2,1,0
528,392,173,41,43,0.41,0.36,219,474,129,79,28,9,0.38,0.9,10,1,0
541,234,231,39,34,0.79,0.89,237,296,82,32,84,11,0.64,0.8,0,0,1
91,89,265,63,105,0.59,0.89,813,142,83,45,11,11,0.63,0.8,0,0,1
601,75,218,32,41,0.42,0.58,963,412,264,53,11,19,0.49,0.4,5,0,0
544,197,271,59,35,0.98,0.79,243,495,298,55,46,0,0.66,0.8,3,0,1
90,85,354,50,36,0.79,0.62,814,544,197,35,42,15,0.4,1.0,5,0,0
632,77,432,80,63,0.55,0.53,723,272,21,44,98,16,0.57,0.4,1,0,1
626,341,84,63,61,0.51,0.97,887,586,47,32,57,15,0.35,0.6,10,0,0
438,241,138,37,48,0.72,0.78,683,432,252,31,44,10,0.87,0.4,3,0,0
791,223,123,42,95,0.99,0.95,914,489,199,78,34,12,0.63,0.4,1,0,0
286,347,296,66,41,0.45,0.7,436,245,53,47,93,22,0.42,0.8,0,1,1
57,27,486,78,102,0.55,0.8,826,547,16,42,66,21,0.45,0.8,0,1,1
498,187,498,44,15,0.45,0.66,980,262,75,54,97,3,0.36,0.4,0,0,1
87,66,474,70,16,0.13,0.65,108,173,127,46,99,7,0.84,0.9,3,0,1
324,287,158,38,66,0.54,0.75,382,292,33,78,0,8,0.39,0.4,0,0,0
794,247,241,35,86,0.36,0.86,877,379,249,33,72,23,0.89,0.6,10,1,0
452,175,134,73,66,0.37,0.3,966,66,105,30,17,18,0.35,0.9,2,0,1
657,220,199,40,95,0.7,0.42,555,537,29,53,82,23,0.94,0.8,5,0,0
261,21,340,43,15,0.95,0.43,411,304,53,44,51,5,0.31,0.8,0,1,1
709,142,219,79,64,0.88,0.41,185,145,19,73,9,21,0.48,0.6,2,1,1
583,331,267,43,110,0.02,0.83,150,86,280,50,110,25,0.4,0.9,0,0,1
312,301,34,41,26,0.37,0.71,421,466,292,53,18,1,0.76,0.4,2,0,0
80,117,227,74,79,0.2,0.6,322,438,93,43,83,25,0.64,0.9,2,0,0
673,125,419,75,78,0.17,0.84,917,256,212,48,72,24,0.33,0.4,1,0,1
741,182,372,39,108,0.36,0.95,649,454,92,33,9,9,0.75,1.0,1,1,1
426,111,216,51,42,0.65,0.56,725,201,106,76,6,10,0.48,0.9,1,1,1
633,366,179,36,84,0.29,0.91,325,274,191,36,47,3,0.67,0.9,2,0,1
134,180,49,33,50,0.54,0.42,929,324,276,57,8,3,0.37,0.9,0,0,0
656,156,181,49,26,0.63,0.84,489,351,95,72,6,17,0.98,0.8,2,0,1
621,155,433,70,36,1.0,0.7,105,233,214,79,78,9,0.56,0.4,0,1,1
163,298,500,56,56,0.64,0.63,363,347,134,55,21,3,0.36,1.0,5,0,1
344,53,455,54,1,0.04,0.9,864,208,197,73,26,7,0.92,0.4,1,0,0
383,309,455,53,20,0.95,0.84,846,306,76,79,53,21,0.73,0.9,1,0,1
781,13,382,76,36,0.47,0.51,279,202,132,30,30,25,0.7,0.8,1,0,1
210,126,71,41,24,0.74,0.63,139,253,237,69,4,22,0.44,0.4,0,1,0
312,342,163,54,70,0.35,0.54,675,53,244,56,83,1,0.6,0.6,10,0,0
513,380,241,58,29,0.3,0.59,230,449,299,33,31,13,0.52,0.6,10,1,0
767,19,306,68,93,0.12,0.96,804,472,70,73,96,14,0.78,0.4,5,0,0
728,10,194,43,57,0.05,0.45,877,560,58,35,93,11,0.83,0.6,3,0,0
183,311,150,33,32,0.43,0.34,574,451,211,68,24,11,0.91,1.0,3,1,0
67,137,67,68,22,0.78,0.75,674,557,239,58,63,12,0.5,1.0,5,1,0
370,199,437,47,115,0.38,0.64,881,246,274,66,71,0,0.51,0.4,0,0,1
117,282,289,34,74,0.85,0.33,267,43,58,58,120,17,0.6,0.8,0,1,1
426,170,169,78,89,0.93,0.5,493,348,293,66,80,19,0.65,0.8,10,0,0
541,80,138,37,113,0.28,0.68,851,460,265,58,44,4,0.36,0.8,2,0,0
282,17,109,79,17,0.78,0.35,283,170,178,35,26,3,0.33,1.0,5,0,1
148,301,108,37,39,0.18,0.58,347,97,113,72,7,5,0.59,1.0,2,1,0
759,50,254,77,102,0.63,0.6,228,596,39,36,55,15,0.67,0.9,1,1,1
139,103,157,54,5,0.56,0.41,308,61,114,66,8,12,0.8,0.9,0,0,1
256,257,313,60,44,0.23,0.87,168,376,249,54,77,2,0.5,0.6,5,1,1
411,239,215,70,32,0.18,0.55,713,493,155,31,102,1,0.38,0.4,0,0,1
574,128,142,75,15,0.24,0.51,205,545,107,50,116,1,0.87,0.6,2,0,1
653,124,284,68,108,0.18,0.54,693,349,35,79,17,11,0.88,0.9,3,0,0
185,95,298,63,39,0.98,0.66,889,347,245,79,28,25,0.38,0.6,1,0,0
289,112,324,48,39,0.66,0.32,711,452,130,69,75,24,0.74,1.0,0,1,0
144,33,453,34,5,0.26,0.67,756,122,211,30,30,24,0.47,0.6,0,0,1
555,153,172,53,2,0.91,0.51,345,157,177,42,45,13,0.95,0.8,0,1,1
54,300,52,74,55,0.7,0.35,463,111,266,53,50,24,0.39,0.8,10,0,0
363,49,373,62,13,0.72,0.51,328,524,119,54,114,0,0.55,0.8,2,0,1
487,278,43,65,88,0.23,0.62,923,393,239,57,5,17,0.89,0.9,0,0,0
199,380,107,34,75,0.45,0.53,958,158,35,36,25,7,0.82,0.8,0,0,0
323,329,323,60,26,0.28,0.34,319,137,48,65,13,2,0.79,0.8,5,1,0
513,359,203,74,71,0.89,0.31,245,407,42,49,104,2,0.66,0.6,10,1,0
577,197,81,76,39,0.19,0.53,838,205,140,70,3,5,0.75,0.8,5,0,0
697,320,282,35,2,0.72,0.92,411,331,245,32,32,23,0.49,1.0,0,0,1
126,295,459,67,8,0.17,0.78,686,266,290,70,98,19,0.36,1.0,10,0,0
777,241,68,34,24,0.75,0.37,868,353,133,68,31,4,0.98,0.4,5,0,0
794,343,424,41,37,0.11,0.89,638,196,217,42,112,22,0.39,0.8,0,0,1
476,335,302,67,15,0.87,0.78,318,474,44,45,86,22,0.44,0.8,10,0,0
787,333,162,73,65,0.47,0.68,472,389,228,72,91,25,0.54,0.6,10,0,0
62,222,335,56,8,0.25,0.36,596,84,146,58,23,15,0.79,0.6,5,1,0
132,297,258,30,10,0.82,0.99,628,469,215,40,3,7,0.59,0.4,1,1,0
430,97,228,44,58,0.77,0.71,165,185,32,74,18,10,0.72,0.4,10,1,0
665,356,168,41,60,0.78,0.43,363,434,43,31,54,1,0.55,0.4,10,0,0
474,96,220,41,75,0.49,0.95,934,546,221,78,103,7,0.94,1.0,0,1,0
579,94,261,65,103,0.15,0.4,515,500,95,73,42,16,0.84,0.9,0,0,0
281,151,147,50,1,0.47,0.69,679,373,39,52,92,0,0.73,0.6,0,0,0
486,107,290,70,0,0.68,0.84,704,200,33,73,91,9,0.46,0.9,3,1,1
263,37,439,77,69,0.42,0.48,155,337,151,71,42,21,0.48,0.4,0,0,1
296,116,77,75,93,0.61,0.68,700,559,59,34,42,22,0.94,0.4,2,1,0
182,361,73,70,70,0.55,0.95,859,282,206,63,3,6,0.85,0.9,3,0,0
102,147,108,76,67,0.06,0.84,908,91,215,59,86,7,0.82,0.6,0,0,0
215,238,30,70,71,0.28,0.66,389,484,125,72,78,6,0.45,0.8,0,1,0
663,333,115,40,69,0.53,0.67,997,400,297,50,32,11,0.59,0.4,5,0,0
235,174,452,55,119,0.36,0.97,849,596,299,50,39,24,0.36,1.0,2,0,1
405,231,295,70,79,0.42,0.98,140,348,260,57,22,22,0.57,0.6,0,0,1
264,304,433,55,115,0.05,0.38,845,449,300,53,6,12,0.41,0.4,0,0,0
378,376,202,76,50,0.08,0.74,232,315,142,53,65,9,0.43,1.0,0,0,1
158,39,258,37,56,0.77,0.3,691,400,45,37,107,20,0.49,0.6,0,0,0
221,331,438,31,4,0.35,0.61,470,536,122,34,80,20,0.81,1.0,0,0,0
130,300,483,71,21,0.72,0.73,534,80,204,40,57,20,0.64,0.8,2,0,1
382,301,264,46,12,0.64,0.76,589,133,104,72,86,14,0.94,0.6,2,0,0
148,42,98,62,52,0.51,0.79,934,137,27,62,5,20,0.98,0.9,1,0,0
456,339,220,50,22,0.98,0.44,165,43,180,42,53,18,0.62,0.8,10,0,1
212,257,383,79,8,0.8,0.88,448,145,70,47,119,24,0.51,1.0,0,1,1
331,185,52,54,83,0.46,0.89,934,76,280,36,39,24,0.84,1.0,1,1,1
287,194,332,50,44,0.6,0.37,480,399,44,40,93,17,0.79,0.4,1,0,0
532,320,238,57,14,0.56,0.92,317,302,157,64,91,15,0.49,0.9,10,0,0
172,339,218,49,116,0.36,0.65,153,166,295,65,50,5,0.62,0.8,10,0,0
629,64,68,41,107,0.95,0.41,625,127,49,46,93,23,0.44,1.0,0,1,1
68,141,306,62,37,0.63,0.69,743,81,74,48,35,4,0.35,0.6,0,0,1
558,20,127,73,96,0.51,0.46,472,485,224,42,101,18,0.94,0.8,0,0,1
291,318,184,50,105,0.59,0.78,836,528,150,33,30,18,0.65,0.9,0,0,1
175,182,236,38,43,0.57,0.73,478,546,18,35,87,15,0.38,0.6,0,0,0
698,132,52,72,20,0.97,0.43,775,142,289,35,49,10,0.7,1.0,1,0,1
616,238,265,48,108,0.76,0.44,283,250,43,37,31,25,0.74,0.6,0,1,1
326,154,35,45,95,0.23,0.79,103,392,188,36,99,4,0.78,0.4,1,1,1
484,215,428,57,12,0.15,0.41,366,468,285,65,64,25,0.43,0.8,0,0,1
283,165,312,58,88,0.4,0.66,790,389,136,43,98,7,0.72,0.9,3,1,0
185,202,382,68,114,0.87,0.9,737,568,68,33,98,14,0.88,0.4,10,0,0
431,398,346,53,114,0.52,0.54,668,520,100,80,57,7,0.54,1.0,5,1,0
625,226,122,73,1,0.95,0.89,967,50,17,34,13,17,0.94,1.0,2,0,1
149,232,119,30,78,0.04,0.88,454,249,175,67,54,11,0.65,1.0,1,0,0
177,195,360,68,7,0.28,0.53,812,352,276,45,3,17,0.56,0.6,3,0,0
646,80,311,63,3,0.1,0.99,793,160,225,41,66,13,0.88,0.9,0,0,1
179,282,55,61,0,1.0,0.37,681,497,183,64,118,10,0.63,0.8,2,1,0
676,40,231,59,113,0.58,0.44,150,227,279,64,114,20,0.5,0.4,0,1,1
450,180,275,73,71,0.05,0.46,566,364,14,78,58,22,0.5,0.4,0,1,0
752,358,119,73,30,0.62,0.57,109,588,195,55,26,2,0.73,0.8,5,0,1
720,247,295,64,10,0.98,0.94,573,275,85,72,0,11,0.67,1.0,0,1,1
768,280,256,56,73,0.73,0.78,946,456,47,80,51,22,0.79,0.4,2,1,0
370,21,252,41,32,0.37,0.43,308,234,63,42,24,9,0.77,0.4,10,0,0
234,187,341,57,49,0.53,0.38,427,394,271,63,8,4,0.6,0.4,2,0,0
268,198,320,71,105,0.6,0.75,412,343,226,68,114,14,0.61,0.9,2,0,1
558,330,71,61,89,0.35,0.92,142,223,207,37,111,1,0.47,0.9,2,0,1
521,326,304,35,39,0.12,0.31,924,52,170,57,79,12,0.79,1.0,2,0,0
747,110,441,55,76,0.49,0.86,149,407,32,78,55,0,0.67,1.0,3,0,1
474,298,457,45,111,0.99,0.4,462,144,177,45,3,13,0.53,0.4,2,0,1
260,28,478,40,53,0.36,0.74,669,245,295,70,57,2,0.59,0.4,5,1,0
156,56,215,55,4,0.13,0.71,198,381,93,52,99,6,0.98,0.8,0,0,0
714,297,436,58,33,0.45,0.35,755,181,276,70,23,17,0.89,0.6,0,1,1
57,318,168,60,91,0.57,0.94,318,499,41,62,13,6,0.85,0.4,5,1,0
224,284,324,53,90,0.69,0.96,942,204,34,41,4,1,0.99,0.8,0,0,1
254,215,39,52,103,0.13,0.75,505,362,203,58,39,12,0.37,0.9,0,0,0
196,345,306,72,15,0.75,0.96,732,298,168,65,63,5,0.48,0.8,1,0,1
228,268,298,60,12,0.81,0.62,132,81,228,61,81,20,0.74,0.6,1,0,1
399,243,254,35,24,0.15,0.38,801,123,11,75,119,2,0.32,0.6,5,0,0
687,263,177,50,10,0.19,0.35,577,242,135,67,114,10,0.85,0.6,0,1,0
478,335,231,76,87,0.04,0.63,380,41,79,43,83,13,0.67,0.9,0,1,1
730,175,408,50,58,0.93,0.66,335,512,69,32,17,17,0.33,0.6,2,0,1
786,286,460,79,72,0.93,0.44,877,110,209,65,42,7,0.63,0.4,2,1,1
694,358,382,65,46,0.56,0.32,835,221,242,64,43,6,0.97,0.6,0,1,1
621,52,500,76,120,0.86,0.44,387,370,160,45,2,16,0.6,0.4,0,1,1
632,215,163,68,23,0.22,0.87,310,275,238,40,81,5,0.83,0.8,3,0,1
551,14,127,63,109,0.67,0.55,640,67,54,43,120,6,0.96,0.6,0,0,1
329,393,324,37,118,0.63,0.46,534,195,44,79,95,14,0.31,0.8,3,0,1
374,131,283,69,24,0.69,0.51,601,210,185,40,96,13,0.73,0.6,3,1,1
124,228,356,77,62,0.6,0.63,462,418,74,36,41,7,0.6,1.0,0,1,1
664,262,147,43,40,0.25,0.65,336,100,176,68,41,23,1.0,1.0,1,0,1
567,288,341,77,58,0.47,0.93,949,392,61,33,62,24,0.97,1.0,0,1,1
574,27,359,57,37,0.82,0.88,155,543,26,32,98,11,0.32,0.6,0,1,1
723,321,101,75,78,0.3,0.38,205,81,109,66,16,25,0.6,0.6,5,1,1
682,330,375,40,96,0.67,0.67,837,193,201,74,36,19,0.83,0.6,1,1,1
267,67,86,71,102,0.19,0.81,832,519,140,65,41,20,0.55,0.9,3,1,0
301,155,145,56,86,0.18,0.75,729,337,236,30,57,25,0.37,0.4,5,0,0
548,33,323,64,49,0.97,0.81,644,287,290,44,16,25,0.41,1.0,0,0,1
135,268,355,75,8,0.97,0.51,342,594,54,52,51,21,0.86,1.0,0,1,1
204,24,338,63,49,0.71,0.43,183,224,255,53,101,5,0.42,0.9,5,0,1
525,254,463,80,100,0.84,0.56,157,471,82,60,45,15,0.34,0.4,0,1,1
355,160,192,53,115,0.57,0.76,930,280,260,39,3,24,0.43,0.9,0,1,1
533,67,165,56,33,0.71,0.39,654,310,234,34,92,5,0.84,0.6,2,0,0
552,358,417,79,0,0.49,0.77,845,284,262,31,40,22,0.76,1.0,1,0,1
413,188,182,32,73,0.91,0.57,188,197,238,33,93,6,0.93,1.0,0,0,1
311,248,359,65,28,0.41,0.58,360,76,209,53,61,5,0.97,0.4,1,0,1
574,75,284,45,32,0.29,0.6,344,183,127,30,78,9,0.53,0.6,5,1,1
776,43,157,55,100,0.57,0.36,675,338,70,76,109,19,0.74,0.8,0,1,0
438,106,437,79,61,0.71,0.78,162,275,52,32,53,8,0.31,0.6,1,1,1
569,49,480,44,49,0.2,0.44,122,322,219,43,62,8,0.85,0.6,1,0,1
405,315,95,71,117,0.72,0.88,250,88,277,56,30,21,0.89,0.9,3,1,1
449,347,334,41,21,0.03,0.49,342,77,239,58,62,21,0.9,0.9,1,1,1
158,29,290,61,54,0.31,0.9,716,347,191,45,8,17,0.84,0.9,10,0,0
99,257,375,42,117,0.13,0.71,482,129,74,44,81,15,0.7,0.6,5,1,0
448,78,425,53,53,0.96,0.38,512,492,10,80,27,0,0.58,1.0,5,1,0
625,325,323,78,35,0.91,0.73,656,389,119,55,104,23,0.87,1.0,3,1,1
85,100,412,33,11,0.14,0.51,967,77,194,73,63,9,0.77,0.9,5,0,0
614,221,410,77,27,0.14,0.63,400,142,241,57,47,0,0.41,0.9,0,0,1
378,131,66,54,37,0.7,0.58,887,346,204,36,57,9,0.41,0.4,0,1,0
404,367,190,45,28,0.11,0.32,684,384,18,75,80,14,0.49,0.6,0,0,0
323,157,116,78,37,0.87,0.3,457,87,183,34,54,11,0.33,0.8,0,0,1
